,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long,Coordinates,GEOID,State,County,City,Name,RegionID
4825426,"2217 E 69th St 0, Chicago, IL 60649",1253,Apt,1.0,2.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825426,41.7698,-87.5712,POINT (-87.5712 41.7698),170314301023,IL,Cook,Chicago,South Shore,269608
4825448,"7925 S Rhodes Ave 2, Chicago, IL 60619",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825448,41.7504,-87.6109,POINT (-87.6109 41.7504),170314402012,IL,Cook,Chicago,Chatham,273222
4825500,"6649 S Minerva Ave , Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Available Now,(773) 330-4850,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4825500,41.7736,-87.597,POINT (-87.59699999999999 41.7736),170318344003,IL,Cook,Chicago,Woodlawn,276138
4825532,"10040 S Lafayette Ave , Chicago, IL 60628",1500,House,1.5,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-House/4825532,41.7114,-87.6251,POINT (-87.6251 41.7114),170314907001,IL,Cook,Chicago,Fernwood,403377
4825554,"6605 S Damen Ave C, Chicago, IL 60636",1300,Townhouse,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Townhouse-Villa/4825554,41.7737,-87.6729,POINT (-87.6729 41.7737),170316713003,IL,Cook,Chicago,West Englewood,269612
4825614,"7220 S Constance Ave 2, Chicago, IL 60649",1500,Duplex,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Duplex/4825614,41.7637,-87.5808,POINT (-87.5808 41.7637),170314305002,IL,Cook,Chicago,South Shore,269608
4825669,"208 N Kenneth Ave , Chicago, IL 60624",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825669,41.8843,-87.7369,POINT (-87.73690000000001 41.8843),170312604001,IL,Cook,Chicago,West Garfield Park,269613
4825670,"4444 W West End Ave 3, Chicago, IL 60624",1295,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4825670,41.8836,-87.7373,POINT (-87.7373 41.8836),170312604001,IL,Cook,Chicago,West Garfield Park,269613
4825678,"1022 S Independence Blvd 2, Chicago, IL 60624",1250,Apt,1.0,2.0,Yes,Available Now,(773) 491-4904,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825678,41.8682,-87.7204,POINT (-87.7204 41.8682),170318430002,IL,Cook,Chicago,Archer Heights,269568
4825682,"1022 S Independence Blvd 2, Chicago, IL 60624",1250,Apt,1.0,2.0,Yes,Available Now,(773) 491-4904,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825682,41.8682,-87.7204,POINT (-87.7204 41.8682),170318430002,IL,Cook,Chicago,Archer Heights,269568
4825758,"1739 E 73rd Pl , Chicago, IL 60649",825,Apt,1.0,1.0,Yes,Available Now,(773) 698-6060,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4825758,41.7622,-87.582,POINT (-87.58199999999999 41.7622),170314309001,IL,Cook,Chicago,South Shore,269608
4825767,"7241 S Halsted St 2s, Chicago, IL 60621",1050,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4825767,41.7622,-87.6441,POINT (-87.64409999999999 41.7622),170316813001,IL,Cook,Chicago,Englewood,138261
4825780,"6851 S Clyde Ave , Chicago, IL 60649",1125,Apt,1.0,3.0,Yes,Available Now,(773) 698-6060,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4825780,41.7702,-87.5736,POINT (-87.5736 41.7702),170314301013,IL,Cook,Chicago,South Shore,269608
4825795,"6851 S Clyde Ave , Chicago, IL 60649",1125,Apt,1.0,3.0,Yes,Available Now,(773) 698-6060,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4825795,41.7702,-87.5736,POINT (-87.5736 41.7702),170314301013,IL,Cook,Chicago,South Shore,269608
4825798,"1547 N Long Ave 1, Chicago, IL 60651",950,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4825798,41.9091,-87.7608,POINT (-87.7608 41.9091),170312507005,IL,Cook,Chicago,North Austin,403323
4825817,"6522 S Oakley Ave , Chicago, IL 60636",1300,House,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4825817,41.775,-87.681,POINT (-87.681 41.775),170316607001,IL,Cook,Chicago,West Englewood,269612
4825870,"12701 S Green St , Chicago, IL 60643",1550,House,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4825870,41.663,-87.6424,POINT (-87.64239999999999 41.663),170315305031,IL,Cook,Chicago,West Pullman,140913
4825873,"10112 S Yale Ave , Chicago, IL 60628",1550,House,1.0,3.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4825873,41.7103,-87.6298,POINT (-87.6298 41.7103),170314907003,IL,Cook,Chicago,Fernwood,403377
4825899,"1439 S Saint Louis Ave 3, Chicago, IL 60623",1450,Apt,1.0,4.0,Yes,Available Now,(847) 904-0355,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4825899,41.8613,-87.7125,POINT (-87.71250000000001 41.8613),170312912001,IL,Cook,Chicago,Archer Heights,269568
4825900,"6829 S Paxton Ave 2, Chicago, IL 60649",1800,Apt,2.0,4.0,Yes,Available Now,(312) 523-7147,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4825900,41.7708,-87.5712,POINT (-87.5712 41.7708),170318439004,IL,Cook,Chicago,South Shore,269608
4825970,"4944 W Van Buren St 2, Chicago, IL 60644",1350,Apt,1.5,3.0,Yes,Available Now,(224) 456-6364,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Apt/4825970,41.8751,-87.7489,POINT (-87.74890000000001 41.8751),170312522025,IL,Cook,Chicago,South Austin,403120
4826072,"6436 S Vernon Ave , Chicago, IL 60637",1050,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826072,41.7774,-87.6147,POINT (-87.6147 41.7774),170314207005,IL,Cook,Chicago,West Woodlawn,403353
4826101,"3000 W Flournoy St 1, Chicago, IL 60612",1400,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4826101,41.8731,-87.7011,POINT (-87.7011 41.8731),170318373001,IL,Cook,Chicago,Archer Heights,269568
4826153,"10351 S Avenue O , Chicago, IL 60617",1300,House,1.0,3.0,Yes,Available Now,(773) 592-7721,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4826153,41.7067,-87.5399,POINT (-87.5399 41.7067),170315203001,IL,Cook,Chicago,East Side,138166
4826206,"111 E 49th St 1, Chicago, IL 60615",1253,Apt,1.0,2.0,Yes,Available Now,(708) 793-7317,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826206,41.8055,-87.6222,POINT (-87.62220000000001 41.8055),170313818001,IL,Cook,Chicago,Bronzeville,403145
4826262,"616 E 76th St , Chicago, IL 60619",1195,Apt,1.0,2.0,Yes,Available Now,(312) 687-0458,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826262,41.7568,-87.6093,POINT (-87.6093 41.7568),170316914004,IL,Cook,Chicago,Chatham,273222
4826263,"616 E 76th St , Chicago, IL 60619",1095,Apt,1.0,2.0,Yes,Available Now,(312) 687-0458,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826263,41.7568,-87.6093,POINT (-87.6093 41.7568),170316914004,IL,Cook,Chicago,Chatham,273222
4826300,"1516 S Christiana Ave 2, Chicago, IL 60623",1300,Apt,1.0,4.0,Yes,Available Now,(773) 387-9076,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4826300,41.8603,-87.7095,POINT (-87.70950000000001 41.8603),170318415002,IL,Cook,Chicago,Archer Heights,269568
4826380,"6940 S Bishop St 1, Chicago, IL 60636",1200,Apt,1.0,3.0,Yes,Available Now,(773) 387-9076,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826380,41.7677,-87.6603,POINT (-87.66030000000001 41.7677),170316716002,IL,Cook,Chicago,Englewood,138261
4826384,"4953 W Walton St 1, Chicago, IL 60651",1100,Apt,1.0,2.0,Yes,Available Now,(773) 387-9076,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826384,41.8976,-87.7496,POINT (-87.7496 41.8976),170312511002,IL,Cook,Chicago,South Austin,403120
4826408,"6007n N Sheridan Rd , Chicago, IL 60660",2500,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4826408,41.9912,-87.6547,POINT (-87.65470000000001 41.9912),170310301014,IL,Cook,Chicago,Edgewater Beach,403257
4826412,"8149 S Maryland Ave 1, Chicago, IL 60619",750,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4826412,41.7467,-87.6037,POINT (-87.6037 41.7467),170314401012,IL,Cook,Chicago,East Chatham,403360
4826438,"7309 S Langley Ave , Chicago, IL 60619",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826438,41.7618,-87.6076,POINT (-87.60760000000001 41.7618),170316909002,IL,Cook,Chicago,Park Manor,403356
4826451,"1035 N Ridgeway Ave 1, Chicago, IL 60651",1450,Duplex,1.0,4.0,Yes,Available Now,(630) 400-6322,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Duplex/4826451,41.9001,-87.7198,POINT (-87.71980000000001 41.9001),170312312001,IL,Cook,Chicago,Humboldt Park,269585
4826452,"4247 W Hirsch St 2, Chicago, IL 60651",1500,Duplex,1.0,4.0,Yes,Available Now,(630) 400-6322,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Duplex/4826452,41.906,-87.7331,POINT (-87.73309999999999 41.906),170312306004,IL,Cook,Chicago,West Humboldt Park,403318
4826462,"3254 W Fulton Blvd 2, Chicago, IL 60624",1300,Apt,1.0,2.0,Yes,Available Now,(312) 343-9360,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826462,41.8867,-87.7085,POINT (-87.7085 41.8867),170318368002,IL,Cook,Chicago,East Garfield Park,269577
4826466,"1661 S Central Park Ave , Chicago, IL 60623",1400,Apt,1.0,3.0,Yes,Available Now,(312) 343-9360,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826466,41.8572,-87.7149,POINT (-87.7149 41.8572),170312922002,IL,Cook,Chicago,Archer Heights,269568
4826468,"3101 W Leland Ave , Chicago, IL 60625",1800,Apt,1.0,2.0,Yes,Available Now,(312) 343-9360,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826468,41.9665,-87.7064,POINT (-87.7064 41.9665),170311408001,IL,Cook,Chicago,Albany Park,269566
4826561,"9944 S Parnell Ave , Chicago, IL 60628",1400,House,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-House/4826561,41.7129,-87.6372,POINT (-87.63720000000001 41.7129),170317305004,IL,Cook,Chicago,Fernwood,403377
4826571,"7943 S Rhodes Ave , Chicago, IL 60619",1300,Apt,1.0,3.0,Yes,Available Now,(312) 953-9401,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826571,41.7504,-87.6112,POINT (-87.6112 41.7504),170314402012,IL,Cook,Chicago,Chatham,273222
4826583,"7943 S Rhodes Ave 2s, Chicago, IL 60619",1250,Apt,1.0,3.0,Yes,Available Now,(312) 953-9401,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826583,41.7504,-87.6112,POINT (-87.6112 41.7504),170314402012,IL,Cook,Chicago,Chatham,273222
4826588,"7943 S Rhodes Ave 3s, Chicago, IL 60619",1200,Apt,1.0,3.0,Yes,Available Now,(312) 953-9401,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826588,41.7504,-87.6112,POINT (-87.6112 41.7504),170314402012,IL,Cook,Chicago,Chatham,273222
4826619,"6118 N Sheridan Rd 704, Chicago, IL 60660",1600,Apt,1.0,2.0,Yes,Available Now,(312) 502-0218,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826619,41.9929,-87.6559,POINT (-87.6559 41.9929),170310301023,IL,Cook,Chicago,Edgewater Beach,403257
4826658,"1642 W 82nd St , Chicago, IL 60620",750,Apt,1.0,1.0,Yes,Available Now,(312) 724-7518,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4826658,41.745,-87.665,POINT (-87.66500000000001 41.745),170317105001,IL,Cook,Chicago,Gresham,269571
4826692,"833 N Lawndale Ave 1, Chicago, IL 60651",1499,Duplex,1.5,4.0,Yes,Available Now,(773) 909-9119,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-full-bathroom-rental-Duplex/4826692,41.8964,-87.7185,POINT (-87.71850000000001 41.8964),170312312002,IL,Cook,Chicago,Humboldt Park,269585
4826838,"1246 S St Louis , Chicago, IL 60623",1253,Apt,1.0,2.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826838,41.8648,-87.7133,POINT (-87.7133 41.8648),170312912002,IL,Cook,Chicago,Archer Heights,269568
4826850,"8209 S Green St , Chicago, IL 60620",1450,Apt,1.0,4.0,Yes,Available Now,(773) 800-0151,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4826850,41.7448,-87.6448,POINT (-87.6448 41.7448),170317108003,IL,Cook,Chicago,Gresham,269571
4826897,"7674 S South Shore Dr , Chicago, IL 60649",1253,Apt,1.0,2.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826897,41.7571,-87.5539,POINT (-87.5539 41.7571),170314314002,IL,Cook,Chicago,South Shore,269608
4826910,"7429 S Colfax Ave 1, Chicago, IL 60649",1253,Apt,1.0,2.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826910,41.7598,-87.5618,POINT (-87.56180000000001 41.7598),170314313021,IL,Cook,Chicago,South Shore,269608
4826917,"6125 S Indiana Ave , Chicago, IL 60637",1515,Apt,1.0,3.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826917,41.7831,-87.6204,POINT (-87.6204 41.7831),170314008001,IL,Cook,Chicago,Washington Park,275927
4826943,"7337 S South Shore Dr 1415, Chicago, IL 60649",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826943,41.7633,-87.5584,POINT (-87.55840000000001 41.7633),170314314001,IL,Cook,Chicago,South Shore,269608
4826945,"11611 S Carpenter St , Chicago, IL 60643",1300,Townhouse,1.5,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-full-bathroom-rental-Townhouse-Villa/4826945,41.6827,-87.6479,POINT (-87.64790000000001 41.6827),170315303002,IL,Cook,Chicago,West Pullman,140913
4826954,"7004 S Indiana Ave , Chicago, IL 60637",1253,Apt,1.0,2.0,Yes,Available Now,(773) 337-9959,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826954,41.767,-87.6202,POINT (-87.6202 41.767),170316904003,IL,Cook,Chicago,Park Manor,403356
4826964,"7337 S South Shore Dr 829, Chicago, IL 60649",1200,Apt,1.0,1.0,Yes,Available Now,(260) 441-9310,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4826964,41.7633,-87.5584,POINT (-87.55840000000001 41.7633),170314314001,IL,Cook,Chicago,South Shore,269608
4826978,"3028 W Polk St 2, Chicago, IL 60612",1500,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4826978,41.8712,-87.7021,POINT (-87.7021 41.8712),170318373001,IL,Cook,Chicago,Archer Heights,269568
4826980,"3937 W Division St , Chicago, IL 60651",980,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826980,41.9025,-87.7253,POINT (-87.7253 41.9025),170312312005,IL,Cook,Chicago,Humboldt Park,269585
4826985,"1162 N Harding Ave 3, Chicago, IL 60651",1000,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4826985,41.9019,-87.7251,POINT (-87.7251 41.9019),170312312005,IL,Cook,Chicago,Humboldt Park,269585
4826995,"7121 S Union Ave 1, Chicago, IL 60621",1150,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4826995,41.7646,-87.6412,POINT (-87.6412 41.7646),170316813002,IL,Cook,Chicago,Englewood,138261
4827022,"1635 N Drake Ave 2, Chicago, IL 60647",1100,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827022,41.9111,-87.7147,POINT (-87.71469999999999 41.9111),170312303001,IL,Cook,Chicago,Logan Square,269592
4827042,"3605 W Le Moyne St 1, Chicago, IL 60651",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827042,41.908,-87.7171,POINT (-87.7171 41.908),170312307001,IL,Cook,Chicago,Humboldt Park,269585
4827110,"1429 N Keeler Ave G, Chicago, IL 60651",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827110,41.9071,-87.731,POINT (-87.73099999999999 41.9071),170312306003,IL,Cook,Chicago,West Humboldt Park,403318
4827112,"6726 S Campbell Ave 3, Chicago, IL 60629",1200,TriPlex,2.0,3.0,Yes,Available Now,(773) 302-9333,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-TriPlex/4827112,41.7711,-87.6861,POINT (-87.6861 41.7711),170316609001,IL,Cook,Chicago,Marquette Park,403148
4827117,"6127 S King Dr 1, Chicago, IL 60637",1200,Apt,1.0,3.0,Yes,Available Now,(847) 322-2888,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827117,41.783,-87.6153,POINT (-87.6153 41.783),170314206001,IL,Cook,Chicago,West Woodlawn,403353
4827142,"6229 S Marshfield Ave , Chicago, IL 60636",1100,Apt,1.0,3.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827142,41.7809,-87.6654,POINT (-87.66540000000001 41.7809),170316707002,IL,Cook,Chicago,West Englewood,269612
4827144,"4049 W Van Buren St , Chicago, IL 60624",1100,Apt,1.0,4.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4827144,41.875,-87.7274,POINT (-87.7274 41.875),170312607002,IL,Cook,Chicago,West Garfield Park,269613
4827146,"4949 W Race Ave , Chicago, IL 60644",1100,Apt,1.0,3.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827146,41.8902,-87.75,POINT (-87.75 41.8902),170312516002,IL,Cook,Chicago,South Austin,403120
4827147,"8752 S Saginaw Ave 1, Chicago, IL 60617",900,Apt,1.0,2.0,Yes,Available Now,(312) 296-7312,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827147,41.7357,-87.56,POINT (-87.56 41.7357),170314606001,IL,Cook,Chicago,South Chicago,140437
4827237,"1022 S Independence Blvd 2, Chicago, IL 60624",1200,Apt,1.0,2.0,Yes,Available Now,(773) 491-4904,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827237,41.8682,-87.7204,POINT (-87.7204 41.8682),170318430002,IL,Cook,Chicago,Archer Heights,269568
4827340,"4627 S Drexel Blvd , Chicago, IL 60653",2195,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4827340,41.8104,-87.603,POINT (-87.60299999999999 41.8104),170313903002,IL,Cook,Chicago,North Kenwood,403351
4827346,"4614 S Lake Park Ave , Chicago, IL 60653",1465,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827346,41.8108,-87.5946,POINT (-87.5946 41.8108),170313901001,IL,Cook,Chicago,North Kenwood,403351
4827351,"4629 S Drexel Blvd , Chicago, IL 60653",1795,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4827351,41.8104,-87.603,POINT (-87.60299999999999 41.8104),170313903002,IL,Cook,Chicago,North Kenwood,403351
4827353,"4620 S Lake Park Ave , Chicago, IL 60653",1995,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827353,41.8106,-87.5944,POINT (-87.59439999999999 41.8106),170313901001,IL,Cook,Chicago,North Kenwood,403351
4827386,"4408 S Wentworth Ave 2, Chicago, IL 60609",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827386,41.8143,-87.6314,POINT (-87.6314 41.8143),170318355002,IL,Cook,Chicago,Fuller Park,269581
4827389,"5941 S Artesian Ave 2, Chicago, IL 60629",1145,Apt,1.0,3.0,Yes,Available Now,(708) 238-7258,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827389,41.7853,-87.6847,POINT (-87.68470000000001 41.7853),170318350001,IL,Cook,Chicago,Chicago Lawn,269576
4827396,"4410 S Wentworth Ave , Chicago, IL 60609",900,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827396,41.8142,-87.6314,POINT (-87.6314 41.8142),170318355002,IL,Cook,Chicago,Fuller Park,269581
4827449,"7916 S Wabash Ave 1, Chicago, IL 60619",1253,Apt,1.0,2.0,Yes,Available Now,(773) 789-8830,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827449,41.7502,-87.6231,POINT (-87.62309999999999 41.7502),170314403005,IL,Cook,Chicago,Chatham,273222
4827451,"7004 S Indiana Ave 2, Chicago, IL 60637",1253,Apt,1.0,2.0,Yes,Available Now,(773) 789-8830,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827451,41.767,-87.6202,POINT (-87.6202 41.767),170316904003,IL,Cook,Chicago,Park Manor,403356
4827499,"6127 S King Dr 1, Chicago, IL 60637",1200,Apt,1.0,3.0,Yes,Available Now,(847) 322-2888,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827499,41.783,-87.6153,POINT (-87.6153 41.783),170314206001,IL,Cook,Chicago,West Woodlawn,403353
4827533,"5823 S Bishop St , Chicago, IL 60636",900,Apt,1.0,3.0,Yes,Available Now,(773) 800-0151,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827533,41.7879,-87.6605,POINT (-87.6605 41.7879),170316702001,IL,Cook,Chicago,Englewood,138261
4827565,"6554 S Western Ave 3, Chicago, IL 60636",1100,Apt,1.0,3.0,Yes,Available Now,(847) 322-2888,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4827565,41.7753,-87.6836,POINT (-87.6836 41.7753),170316608001,IL,Cook,Chicago,Marquette Park,403148
4827568,"224 N Kolin Ave 1, Chicago, IL 60624",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4827568,41.8842,-87.7345,POINT (-87.7345 41.8842),170312603001,IL,Cook,Chicago,West Garfield Park,269613
