,Address,Monthly Rent,Property Type,Bath,Bed,Voucher Necessary,Availability,Contact,URL,Lat,Long
4804132,"1116 W Marquette Rd 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804132,41.7725,-87.6526
4804134,"1116 W Marquette Rd 2, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804134,41.7725,-87.6526
4804135,"1116 W Marquette Rd 3, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804135,41.7725,-87.6526
4804138,"7828 S Emerald Ave 1, Chicago, IL 60620",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804138,41.7516,-87.6431
4804139,"7828 S Emerald Ave 2, Chicago, IL 60620",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804139,41.7516,-87.6431
4804141,"6939 S Green St 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804141,41.7676,-87.6455
4804143,"6939 S Green St 2, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804143,41.7676,-87.6455
4804144,"6939 S Green St G, Chicago, IL 60621",600,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4804144,41.7676,-87.6455
4804146,"843 E 65th St 1, Chicago, IL 60637",900,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804146,41.7766,-87.604
4804148,"843 E 65th St 2, Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804148,41.7766,-87.604
4804152,"7936 S Kingston Ave 1, Chicago, IL 60617",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804152,41.7506,-87.5629
4804155,"7936 S Kingston Ave 2, Chicago, IL 60617",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804155,41.7506,-87.5629
4804157,"7051 S Eberhart Ave 1, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804157,41.7661,-87.6125
4804159,"7051 S Eberhart Ave 2, Chicago, IL 60637",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804159,41.7661,-87.6125
4804163,"6940 S Normal Blvd 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804163,41.7677,-87.6376
4804164,"6940 S Normal Blvd 2, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804164,41.7677,-87.6376
4804169,"7255 S Yale Ave 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804169,41.7619,-87.6306
4804172,"7255 S Yale Ave 2, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804172,41.7619,-87.6306
4804174,"7322 S Princeton Ave 1, Chicago, IL 60621",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804174,41.761,-87.6324
4804175,"7322 S Princeton Ave 2, Chicago, IL 60621",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804175,41.761,-87.6324
4804177,"7305 S Perry Ave 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804177,41.7616,-87.6278
4804179,"7305 S Perry Ave 2, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804179,41.7616,-87.6278
4804208,"1239 N Keeler Ave , Chicago, IL 60651",1100,Apt,1.0,2.0,Yes,Available Now,(773) 355-0477,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804208,41.9038,-87.7311
4804259,"2404 E 74th St 1, Chicago, IL 60649",1200,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4804259,41.761,-87.566
4804260,"7835 S Constance Ave , Chicago, IL 60649",1000,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804260,41.7523,-87.5793
4804279,"2373 E 70th St 808, Chicago, IL 60649",947,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4804279,41.7678,-87.5672
4804313,"6604 S Ingleside Ave 2, Chicago, IL 60637",1100,Apt,1.0,2.0,Yes,Available Now,(773) 789-8830,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804313,41.7748,-87.6025
4804336,"6842 S Champlain Ave 1, Chicago, IL 60637",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804336,41.77,-87.6096
4804339,"6842 S Champlain Ave 2, Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804339,41.77,-87.6096
4804342,"7417 S Langley Ave 1, Chicago, IL 60619",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804342,41.7598,-87.6076
4804380,"1222 W Roosevelt Rd , Chicago, IL 60608",1088,Apt,1.0,1.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4804380,41.8672,-87.6576
4804391,"7417 S Langley Ave 2, Chicago, IL 60619",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804391,41.7598,-87.6076
4804394,"7026 S Calumet Ave Chicago, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804394,41.7666,-87.6172
4804414,"7650 S May St 1, Chicago, IL 60620",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804414,41.7544,-87.653
4804437,"6414 S Evans Ave 3, Chicago, IL 60637",1300,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804437,41.778,-87.6074
4804469,"7400 S Princeton Ave 1, Chicago, IL 60621",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804469,41.7598,-87.6324
4804473,"7026 S Calumet Ave 2, Chicago, IL 60637",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804473,41.7666,-87.6172
4804475,"7026 S Calumet Ave 2, Chicago, IL 60637",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804475,41.7666,-87.6172
4804478,"7400 S Princeton Ave 2, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804478,41.7598,-87.6324
4804484,"7650 S May St 2, Chicago, IL 60620",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804484,41.7544,-87.653
4804488,"950 West Leland , Chicago, IL 60640",1600,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804488,41.9666,-87.7157
4804493,"7418 S Eberhart Ave 1, Chicago, IL 60619",750,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804493,41.7597,-87.6129
4804496,"7418 S Eberhart Ave 2, Chicago, IL 60619",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4804496,41.7597,-87.6129
4804522,"11115 S Emerald Ave 3, Chicago, IL 60628",1350,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4804522,41.6918,-87.6409
4804635,"6259 N Claremont Ave G, Chicago, IL 60659",1650,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4804635,41.9958,-87.6882
4804772,"8400 S Honore St 2, Chicago, IL 60620",1200,Apt,1.0,2.0,Yes,Available Now,(773) 632-6722,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804772,41.741,-87.6695
4804785,"8039 S Wabash Ave , Chicago, IL 60619",1400,House,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-House/4804785,41.748,-87.6225
4804846,"7418 S Eberhart Ave 1, Chicago, IL 60619",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804846,41.7597,-87.6129
4804856,"1506 S Spaulding Ave 3, Chicago, IL 60623",1499,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4804856,41.8603,-87.708
4804860,"7014 S Woodlawn Ave 1, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804860,41.7672,-87.5956
4804871,"7014 S Woodlawn Ave 2, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804871,41.7672,-87.5956
4804874,"7014 S Woodlawn Ave 3, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804874,41.7672,-87.5956
4804879,"7014 S Woodlawn Ave 4, Chicago, IL 60637",750,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804879,41.7672,-87.5956
4804892,"6536 S Eberhart Ave 1, Chicago, IL 60637",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804892,41.7755,-87.6135
4804926,"6536 S Eberhart Ave 2, Chicago, IL 60637",850,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804926,41.7755,-87.6135
4804931,"5926 S Morgan St 1, Chicago, IL 60621",800,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4804931,41.7861,-87.6502
4804935,"2940 N Kostner Ave 1, Chicago, IL 60641",1450,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4804935,41.9347,-87.7372
4805014,"5926 S Morgan St 1, Chicago, IL 60621",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805014,41.7861,-87.6502
4805017,"6709 S Carpenter St 1, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4805017,41.772,-87.6504
4805030,"6709 S Carpenter St 2, Chicago, IL 60621",950,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4805030,41.772,-87.6504
4805053,"5921 W Fullerton Ave 10, Chicago, IL 60639",1000,Apt,1.0,1.0,Yes,Available Now,(847) 323-8194,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4805053,41.9236,-87.7741
4805054,"6223 S Saint Lawrence Ave 1, Chicago, IL 60637",850,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805054,41.7815,-87.6105
4805058,"6223 S Saint Lawrence Ave 2, Chicago, IL 60637",1000,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805058,41.7815,-87.6105
4805063,"6653 W 63rd St , Chicago, IL 60638",1500,Apt,1.0,2.0,Yes,Available Now,(773) 503-7368,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805063,41.7773,-87.7884
4805085,"4055 N Mason Ave , Chicago, IL 60634",1000,Apt,1.0,1.0,Yes,Available Now,(773) 879-3676,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/1-bedroom-1-bathroom-rental-Apt/4805085,41.9548,-87.7753
4805102,"7824 S Oglesby Ave 1, Chicago, IL 60649",1350,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4805102,41.7528,-87.5678
4805128,"7258 S Union Ave 2, Chicago, IL 60621",1150,Apt,1.0,2.0,Yes,Available Now,(312) 725-6790,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805128,41.7618,-87.6418
4805171,"12349 S Emerald Ave , Chicago, IL 60628",1700,House,2.5,6.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/6-bedroom-2-full-bathroom-rental-House/4805171,41.6691,-87.6402
4805207,"8756 S Exchange Ave , Chicago, IL 60617",1088,Apt,1.0,2.0,Yes,Available Now,(844) 333-9700,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805207,41.7357,-87.553
4805327,"8624 S Morgan St 2, Chicago, IL 60620",1040,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805327,41.737,-87.6488
4805335,"3414 N Ridgeway Ave , Chicago, IL 60618",1325,Apt,1.0,4.0,Yes,Available Now,(773) 879-3676,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4805335,41.9433,-87.7215
4805351,"4033 West Washington Boulevard 3, Chicago, IL 60624",1100,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805351,41.8817,-87.7277
4805378,"2235 E 93rd St , Chicago, IL 60617",1300,House,1.0,4.0,Yes,Available Now,(773) 633-2369,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-House/4805378,41.7258,-87.5692
4805413,"7847 S Wolcott Ave 1, Chicago, IL 60620",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805413,41.7507,-87.6704
4805595,"7042 S Honore St 1, Chicago, IL 60636",1200,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805595,41.7654,-87.6702
4805643,"1508 E 67th Pl 3, Chicago, IL 60637",1200,Apt,1.0,3.0,Yes,Available Now,(972) 352-9934,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805643,41.7727,-87.5882
4805653,"2442 W 57th St 2, Chicago, IL 60629",1050,4-Plex,1.0,2.0,Yes,Available Now,(773) 309-4550,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-4-Plex/4805653,41.7903,-87.6855
4805656,"7151 South Martin Luther King Dr 1a, Chicago, IL 60619",1050,4-Plex,1.0,2.0,Yes,Available Now,(773) 309-4550,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-4-Plex/4805656,41.7641,-87.6149
4805660,"321 N Avers Ave 1f, Chicago, IL 60624",975,Apt,1.0,2.0,Yes,Available Now,(312) 796-0275,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805660,41.886,-87.7222
4805852,"1640 S Springfield Ave 1, Chicago, IL 60623",1400,Apt,2.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4805852,41.8577,-87.7227
4805858,"523 N Ridgeway Ave , Chicago, IL 60624",1200,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805858,41.8907,-87.7195
4805859,"8301 S Paulina St 1, Chicago, IL 60620",1253,Apt,1.0,3.0,Yes,Available Now,(773) 983-0639,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805859,41.7429,-87.6655
4805862,"516 N Lawndale Ave 1, Chicago, IL 60624",1250,Apt,1.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805862,41.8905,-87.7188
4805868,"3443 W Flournoy St 2, Chicago, IL 60624",1500,Apt,1.5,5.0,Yes,Available Now,(312) 203-8269,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-Apt/4805868,41.8724,-87.7125
4805874,"1637 E 77th St , Chicago, IL 60649",1100,Apt,1.0,2.0,Yes,Available Now,(773) 503-7368,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4805874,41.7549,-87.5842
4805887,"123 E 37th St , Chicago, IL 60653",1200,Apt,2.0,2.0,Yes,Available Now,(773) 503-7368,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4805887,41.8272,-87.6221
4805913,"6636 S Woodlawn Ave 1f, Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805913,41.774,-87.5963
4805914,"6636 S Woodlawn Ave Front, Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805914,41.774,-87.5963
4805916,"6636 S Woodlawn Ave 1fr, Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805916,41.774,-87.5963
4805917,"6636 S Woodlawn Ave F, Chicago, IL 60637",1400,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4805917,41.774,-87.5963
4805926,"6938 S Cregier Ave 107, Chicago, IL 60649",950,Apt,1.0,0.0,Yes,Available Now,(773) 789-8830,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/0-bedroom-1-bathroom-rental-Apt/4805926,41.7687,-87.5817
4806102,"4927 N Kenmore Ave 3, Chicago, IL 60640",2200,Apt,1.5,5.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/5-bedroom-1-full-bathroom-rental-Apt/4806102,41.9724,-87.656
4806112,"4927 N Kenmore Ave , Chicago, IL 60640",1500,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806112,41.9724,-87.656
4806130,"4627 S Drexel Blvd , Chicago, IL 60653",1820,Apt,1.5,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-full-bathroom-rental-Apt/4806130,41.8104,-87.603
4806132,"4537 S Drexel Blvd 306, Chicago, IL 60653",1800,Apt,2.0,2.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-2-bathroom-rental-Apt/4806132,41.8121,-87.6034
4806136,"6221 S Laflin St 2, Chicago, IL 60636",975,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806136,41.7807,-87.6615
4806152,"57 W 108th St 2, Chicago, IL 60628",1300,Apt,1.0,3.0,Yes,Available Now,(773) 936-3179,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806152,41.6978,-87.6255
4806248,"1516 S Christiana Ave 2, Chicago, IL 60623",1500,Apt,1.0,4.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-1-bathroom-rental-Apt/4806248,41.8603,-87.7095
4806255,"1030 N Monticello Ave 1, Chicago, IL 60651",1650,Apt,2.0,4.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4806255,41.9,-87.7179
4806256,"3358 W Beach Ave 1, Chicago, IL 60651",1700,Apt,2.0,4.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/4-bedroom-2-bathroom-rental-Apt/4806256,41.9075,-87.7117
4806257,"1507 S Sawyer Ave 1, Chicago, IL 60623",1500,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4806257,41.8607,-87.7065
4806259,"6940 S Bishop St 1, Chicago, IL 60636",1372,Apt,1.0,3.0,Yes,Check Availability,,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806259,41.7674,-87.6605
4806260,"3620 W Augusta Boulevard 1, Chicago, IL 60618",1300,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806260,41.8992,-87.7172
4806261,"7603 S Essex Ave 2, Chicago, IL 60649",1350,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4806261,41.757,-87.5635
4806262,"3146 W Fillmore St 2, Chicago, IL 60612",1500,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4806262,41.8685,-87.7051
4806263,"3144 W Fillmore St 1, Chicago, IL 60612",1500,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4806263,41.8684,-87.7051
4806264,"4719 S Indiana Ave 1, Chicago, IL 60615",1500,Apt,2.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-2-bathroom-rental-Apt/4806264,41.8087,-87.6209
4806265,"3358 W Beach Ave 2, Chicago, IL 60651",1500,Apt,1.0,3.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/3-bedroom-1-bathroom-rental-Apt/4806265,41.9075,-87.7117
4806267,"3618 West Augusta Boulevard Chicago Il Usa 1, Chicago, IL 60618",1200,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4806267,41.8992,-87.7173
4806270,"4056 W Crystal St 1, Chicago, IL 60651",1050,Apt,1.0,2.0,Yes,Available Now,(773) 709-6316,http://chicagoha.gosection8.com/Section-8-housing-in-Chicago-IL/2-bedroom-1-bathroom-rental-Apt/4806270,41.9037,-87.7285
